concept_id	conc_id	conc_name	orthographic	ipa	tokens	language_id	glottocode	collector	comment
match..stick	1133	MATCH	horkotra	hor kot ra	h o r + k o t + r a	KokborokDebbarma	debb1238	MR	
match..stick	1133	MATCH	mwichi	mɯi ʧʰi	m ɯi + ʧʰ i	KokborokRupini	rupi1234	MR	
match..stick	1133	MATCH	hochwlai	ho ʧʰɯ lai	h o + ʧʰ ɯ + l ai	KokborokTripura	tipp1239	MR	
meat..flesh	634	MEAT	bedɔt	bedɔt	b e + d ɔ t	BodoKokrajhar	bodo1269	DG	need to track this down from Dip's notes
meat..flesh	634	MEAT	mʊdʊm	mʊdʊm	m ʊ + d ʊ m	BodoKokrajhar	bodo1269	DG	
meat..flesh	634	MEAT	bahain	ba hain	b a + h ai n	KauBruReang	hala1254	MR	
meat..flesh	634	MEAT	kakai	ka kai	k a + k ai	KokborokDebbarma	debb1238	MR	
meat..flesh	634	MEAT	mehan	me han	m e + h a n	KokborokRupini	rupi1234	MR	
meat..flesh	634	MEAT	bakhan	ba kʰan	b a + kʰ a n	KokborokTripura	tipp1239	MR	
medicine	1372	MEDICINE	muli	muli	m u + l i	BodoKokrajhar	bodo1269	DG	
medicine	1372	MEDICINE	mtchi	m t ʧʰi	m + t + ʧʰ i	KauBruReang	hala1254	MR	
medicine	1372	MEDICINE	bithi	bi tʰi	b i + tʰ i	KokborokDebbarma	debb1238	MR	
medicine	1372	MEDICINE	bithi	bi tʰi	b i + tʰ i	KokborokRupini	rupi1234	MR	
medicine	1372	MEDICINE	bithi	bi tʰi	b i + tʰ i	KokborokTripura	tipp1239	MR	
milk	635	MILK	duh	duʔ	d u ʔ	KauBruReang	hala1254	MR	
milk	635	MILK	dud	dud	d u d	KokborokDebbarma	debb1238	MR	
milk	635	MILK	dud	dud	d u d	KokborokRupini	rupi1234	MR	
milk	635	MILK	dud	dud	d u d	KokborokTripura	tipp1239	MR	
millet..general	931	MILLET	maisoi	mai soi	m ai + s oi	KauBruReang	hala1254	MR	
millet..general	931	MILLET	maisui	mai sui	m ai + s ui	KokborokDebbarma	debb1238	MR	
millet..general	931	MILLET	maiswi	mai sɯi	m ai + s ɯi	KokborokRupini	rupi1234	MR	
millet..general	931	MILLET	maisi	mai si	m ai + s i	KokborokTripura	tipp1239	MR	
money	1559	MONEY	rang	raŋ	r a ŋ	KauBruReang	hala1254	MR	
money	1559	MONEY	rang	raŋ	r a ŋ	KokborokDebbarma	debb1238	MR	
money	1559	MONEY	lang	laŋ	l a ŋ	KokborokRupini	rupi1234	MR	
money	1559	MONEY	rang	raŋ	r a ŋ	KokborokRupini	rupi1234	MR	
money	1559	MONEY	rang	raŋ	r a ŋ	KokborokTripura	tipp1239	MR	
monkey	1350	MONKEY	mukʰra	mukʰra	m u + kʰ r a	BodoKokrajhar	bodo1269	DG	
monkey	1350	MONKEY	muhkhra	muʔ kʰ ra	m u ʔ + kʰ + r a	KauBruReang	hala1254	MR	
monkey	1350	MONKEY	mukhra	mu kʰ ra	m u + kʰ + r a	KokborokDebbarma	debb1238	MR	
monkey	1350	MONKEY	makkhra	mak kʰ ra	m a k + kʰ + r a	KokborokRupini	rupi1234	MR	
monkey	1350	MONKEY	makkhwra	mak kʰɯ ra	m a k + kʰ ɯ + r a	KokborokRupini	rupi1234	MR	
monkey	1350	MONKEY	makhara	ma kʰa ra	m a + kʰ a + r a	KokborokTripura	tipp1239	MR	
monkey.:gibbon	2511	GIBBON	olau	o lau	o + l au	KauBruReang	hala1254	MR	
monkey.:gibbon	2511	GIBBON	hulok	hu lok	h u + l o k	KokborokDebbarma	debb1238	MR	
monkey.:gibbon	2511	GIBBON	hurao	hu rao	h u + r ao	KokborokRupini	rupi1234	MR	
monkey.:gibbon	2511	GIBBON	huilak	hui lak	h ui + l a k	KokborokTripura	tipp1239	MR	
month	1370	MONTH	mas	mas	m a s	KauBruReang	hala1254	MR	
month	1370	MONTH	tal	tal	t a l	KokborokDebbarma	debb1238	MR	
month	1370	MONTH	tal	tal	t a l	KokborokRupini	rupi1234	MR	
month	1370	MONTH	tar	tar	t a r	KokborokRupini	rupi1234	MR	
month	1370	MONTH	tal	tal	t a l	KokborokTripura	tipp1239	MR	
moon	1313	MOON	okʰapʰɯr	okʰapʰɯr	o + kʰ a + pʰ ɯ r	BodoKokrajhar	bodo1269	DG	
moon	1313	MOON	tal	tal	t a l	KauBruReang	hala1254	MR	
moon	1313	MOON	tal	tal	t a l	KokborokDebbarma	debb1238	MR	
moon	1313	MOON	tal	tal	t a l	KokborokRupini	rupi1234	MR	
moon	1313	MOON	tar	tar	t a r	KokborokRupini	rupi1234	MR	
moon	1313	MOON	tal	tal	t a l	KokborokTripura	tipp1239	MR	
morning	1339	MORNING	phuwain	pʰu wain	pʰ u + w ai n	KauBruReang	hala1254	MR	
morning	1339	MORNING	phung	pʰuŋ	pʰ u ŋ	KokborokDebbarma	debb1238	MR	
morning	1339	MORNING	phung	pʰuŋ	pʰ u ŋ	KokborokRupini	rupi1234	MR	
morning	1339	MORNING	furung	fu ruŋ	f u + r u ŋ	KokborokTripura	tipp1239	MR	
mortar	224	MORTAR	sahphu	saʔ pʰu	s a ʔ + pʰ u	KauBruReang	hala1254	MR	
mortar	224	MORTAR	kunia	ku nia	k u + n ia	KokborokDebbarma	debb1238	MR	
mortar	224	MORTAR	kuria	ku ria	k u + r ia	KokborokRupini	rupi1234	MR	
mortar	224	MORTAR	kuya	ku ja	k u + j a	KokborokTripura	tipp1239	MR	
mosquito	1509	MOSQUITO	thangphui	tʰaŋ pʰui	tʰ a ŋ + pʰ ui	KauBruReang	hala1254	MR	
mosquito	1509	MOSQUITO	thampui	tʰam pui	tʰ a m + p ui	KokborokDebbarma	debb1238	MR	
mosquito	1509	MOSQUITO	thamphwi	tʰam pʰɯi	tʰ a m + pʰ ɯi	KokborokRupini	rupi1234	MR	
mosquito	1509	MOSQUITO	thaming	tʰamiŋ	tʰ a m i ŋ	KokborokTripura	tipp1239	MR	
mother	1216	MOTHER	ai	ai	ai	BodoKokrajhar	bodo1269	DG	May be a borrowing from Assamese. Assamese equivalent are ma; ai;etc.
mother	1216	MOTHER	mma	m ma	m + m a	KauBruReang	hala1254	MR	
mother	1216	MOTHER	ma	ma	m a	KokborokDebbarma	debb1238	MR	
mother	1216	MOTHER	maa	maa	m aa	KokborokTripura	tipp1239	MR	
mother.in.law	–	–	mkraiyug	m k raijug	m + k + r ai j u g	KauBruReang	hala1254	MR	
mother.in.law	–	–	awngkarajag	aɯŋ ka ra ʧag	aɯ ŋ + k a + r a + ʧ a g	KokborokTripura	tipp1239	MR	
mountain	639	MOUNTAIN	hajɯ	hajɯ	ʔ a + j ɯ	BodoKokrajhar	bodo1269	DG	
mountain	639	MOUNTAIN	haphung hahthai	ha pʰuŋ haʔ tʰai	h a + pʰ u ŋ + h a ʔ + tʰ ai	KauBruReang	hala1254	MR	
mountain	639	MOUNTAIN	hatai	ha tai	h a + t ai	KokborokDebbarma	debb1238	MR	
mountain	639	MOUNTAIN	hathai	ha tʰai	h a + tʰ ai	KokborokRupini	rupi1234	MR	
mountain	639	MOUNTAIN	hapang hatai	ha paŋ ha tai	h a + p a ŋ + h a + t ai	KokborokTripura	tipp1239	MR	
mountain.peak..summit	2205	PEAK	hahthaih kchuh	haʔ tʰaiʔ k ʧʰuʔ	h a ʔ + tʰ ai ʔ + k + ʧʰ u ʔ	KauBruReang	hala1254	MR	
mountain.peak..summit	2205	PEAK	haduk	ha duk	h a + d u k	KokborokDebbarma	debb1238	MR	
mountain.peak..summit	2205	PEAK	hadu	ha du	h a + d u	KokborokRupini	rupi1234	MR	
mountain.peak..summit	2205	PEAK	hapang buchuk	ha paŋ bu ʧʰuk	h a + p a ŋ + b u + ʧʰ u k	KokborokTripura	tipp1239	MR	
mouth	674	MOUTH	ɡʰuɡaʔ	ɡʰuɡaʔ	ɡʰ u + ɡ a ʔ	BodoKokrajhar	bodo1269	DG	
mouth	674	MOUTH	mkhouh	m kʰouʔ	m + kʰ ou ʔ	KauBruReang	hala1254	MR	
mouth	674	MOUTH	khuk	kʰuk	kʰ u k	KokborokDebbarma	debb1238	MR	
mouth	674	MOUTH	khu	kʰu	kʰ u	KokborokRupini	rupi1234	MR	
mouth	674	MOUTH	bukhuk	bu kʰuk	b u + kʰ u k	KokborokTripura	tipp1239	MR	
mud	640	MUD	harpeih	har peiʔ	h a r + p ei ʔ	KauBruReang	hala1254	MR	
mud	640	MUD	harpek	ha r pek	h a + r + p e k	KokborokDebbarma	debb1238	MR	
mud	640	MUD	harpek	ha r pek	h a + r + p e k	KokborokRupini	rupi1234	MR	
mud	640	MUD	harepek	ha re pek	h a + r e + p e k	KokborokRupini	rupi1234	MR	
mud	640	MUD	haraypay	ha raj paj	h a + r a j + p a j	KokborokTripura	tipp1239	MR	
muroid	2139	MUROID (MOUSE OR RAT)	ɛndzɔr	ɛndzɔr	ɛ n + dz ɔ r	BodoKokrajhar	bodo1269	DG	Assamese borrowing এন্দুৰ /n.dur
muroid	2139	MUROID (MOUSE OR RAT)	sinyoit	sin joit	s i n + j oi t	KauBruReang	hala1254	MR	
muroid	2139	MUROID (MOUSE OR RAT)	sinjo	sin ʧo	s i n + ʧ o	KokborokDebbarma	debb1238	MR	
muroid	2139	MUROID (MOUSE OR RAT)	sinchot	sin ʧʰot	s i n + ʧʰ o t	KokborokRupini	rupi1234	MR	
muroid	2139	MUROID (MOUSE OR RAT)	sinjor	sin ʧor	s i n + ʧ o r	KokborokTripura	tipp1239	MR	
mushroom..general	–	–	məikʰun	məikʰun	m əi + kʰ u n	BodoKokrajhar	bodo1269	DG	
mushroom..general	–	–	muhkhmoih	muʔ kʰ moiʔ	m u ʔ + kʰ + m oi ʔ	KauBruReang	hala1254	MR	
mushroom..general	–	–	muikhumu	mui kʰu mu	m ui + kʰ u + m u	KokborokDebbarma	debb1238	MR	
mushroom..general	–	–	mwikhumur	mɯi kʰu mur	m ɯi + kʰ u + m u r	KokborokRupini	rupi1234	MR	
mushroom..general	–	–	mukhumo	mu kʰu mo	m u + kʰ u + m o	KokborokTripura	tipp1239	MR	
mushroom..tree.type	–	–	mphang muhkhmoih	m pʰaŋ muʔ kʰ moiʔ	m + pʰ a ŋ + m u ʔ + kʰ + m oi ʔ	KauBruReang	hala1254	MR	
mushroom..tree.type	–	–	mukhumo bafang	mu kʰu mo ba faŋ	m u + kʰ u + m o + b a + f a ŋ	KokborokTripura	tipp1239	MR	
name	1405	NAME	muŋ	muŋ	m u ŋ	BodoKokrajhar	bodo1269	DG	tibetoburman *ming
name	1405	NAME	mmung	m muŋ	m + m u ŋ	KauBruReang	hala1254	MR	
name	1405	NAME	mung	muŋ	m u ŋ	KokborokDebbarma	debb1238	MR	
name	1405	NAME	mung	muŋ	m u ŋ	KokborokRupini	rupi1234	MR	
name	1405	NAME	bumung	bu muŋ	b u + m u ŋ	KokborokTripura	tipp1239	MR	
narrow:to.be	1267	NARROW	ste	s te	s + t e	KauBruReang	hala1254	MR	
narrow:to.be	1267	NARROW	kesep	ke sep	k e + s e p	KokborokDebbarma	debb1238	MR	
narrow:to.be	1267	NARROW	chikon	ʧʰi kon	ʧʰ i + k o n	KokborokDebbarma	debb1238	MR	
narrow:to.be	1267	NARROW	kochot	ko ʧʰo t	k o + ʧʰ o + t	KokborokRupini	rupi1234	MR	
narrow:to.be	1267	NARROW	chwkwn	ʧʰɯ kɯn	ʧʰ ɯ + k ɯ n	KokborokRupini	rupi1234	MR	
narrow:to.be	1267	NARROW	barasa	ba ra sa	b a + r a + s a	KokborokTripura	tipp1239	MR	
narrow:to.be	1267	NARROW	chikhansa	ʧʰi kʰan sa	ʧʰ i + kʰ a n + s a	KokborokTripura	tipp1239	MR	
navel	1838	NAVEL	utʰumɔi	utʰumɔi	u + tʰ u + m ɔi	BodoKokrajhar	bodo1269	DG	
navel	1838	NAVEL	hungthai	huŋ tʰai	h u ŋ + tʰ ai	KauBruReang	hala1254	MR	
navel	1838	NAVEL	omthai	om tʰai	o m + tʰ ai	KokborokDebbarma	debb1238	MR	
navel	1838	NAVEL	okmwthai	ok mɯ tʰai	o k + m ɯ + tʰ ai	KokborokRupini	rupi1234	MR	
navel	1838	NAVEL	awmathai	aɯ ma tʰai	aɯ + m a + tʰ ai	KokborokTripura	tipp1239	MR	
near:to.be	1942	NEAR	kʰatsi	kʰatsi	kʰ a + ts i	BodoKokrajhar	bodo1269	DG	
near:to.be	1942	NEAR	snait	s nait	s + n ai t	KauBruReang	hala1254	MR	
near:to.be	1942	NEAR	sam	sam	s a m	KauBruReang	hala1254	MR	
near:to.be	1942	NEAR	gana	ga na	g a + n a	KokborokDebbarma	debb1238	MR	
near:to.be	1942	NEAR	kore	ko re	k o + r e	KokborokDebbarma	debb1238	MR	
near:to.be	1942	NEAR	sma	s ma	s + m a	KokborokDebbarma	debb1238	MR	
near:to.be	1942	NEAR	kanda	kan da	k a n + d a	KokborokRupini	rupi1234	MR	
near:to.be	1942	NEAR	kare kare	ka re ka re	k a + r e + k a + r e	KokborokTripura	tipp1239	MR	
near:to.be	1942	NEAR	kore	ko re	k o + r e	KokborokTripura	tipp1239	MR	
near:to.be	1942	NEAR	sma	s ma	s + m a	KokborokTripura	tipp1239	MR	
neck	1333	NECK	ɡʊduna	ɡʊduna	ɡ ʊ + d u + n a	BodoKokrajhar	bodo1269	DG	
neck	1333	NECK	buktouh	bu k touʔ	b u + k + t ou ʔ	KauBruReang	hala1254	MR	
neck	1333	NECK	ktuhphung	k tuʔ pʰuŋ	k + t u ʔ + pʰ u ŋ	KauBruReang	hala1254	MR	
neck	1333	NECK	gudunaphung	gu du na pʰuŋ	g u + d u + n a + pʰ u ŋ	KokborokDebbarma	debb1238	MR	
neck	1333	NECK	gwdwna	gɯ dɯ na	g ɯ + d ɯ + n a	KokborokDebbarma	debb1238	MR	
neck	1333	NECK	gwdwnaphung	gɯ dɯ na pʰuŋ	g ɯ + d ɯ + n a + pʰ u ŋ	KokborokDebbarma	debb1238	MR	
neck	1333	NECK	kotwna	ko tɯ na	k o + t ɯ + n a	KokborokRupini	rupi1234	MR	
neck	1333	NECK	kotwnaphong	ko tɯ na pʰoŋ	k o + t ɯ + n a + pʰ o ŋ	KokborokRupini	rupi1234	MR	
neck	1333	NECK	gwdana	gɯ da na	g ɯ + d a + n a	KokborokTripura	tipp1239	MR	
neck	1333	NECK	gwdwnaphong	gɯ dɯ na pʰoŋ	g ɯ + d ɯ + n a + pʰ o ŋ	KokborokTripura	tipp1239	MR	neck-nape
necklace	1961	NECKLACE	rokoit	ro koit	r o + k oi t	KauBruReang	hala1254	MR	
necklace	1961	NECKLACE	mala	ma la	m a + l a	KokborokDebbarma	debb1238	MR	
necklace	1961	NECKLACE	twk	tɯk	t ɯ k	KokborokDebbarma	debb1238	MR	
necklace	1961	NECKLACE	lokor	lo kor	l o + k o r	KokborokRupini	rupi1234	MR	
necklace	1961	NECKLACE	twk	tɯk	t ɯ k	KokborokTripura	tipp1239	MR	
needle	1382	NEEDLE (FOR SEWING)	bizi	bizi	b i + z i	BodoKokrajhar	bodo1269	DG	Again same. in Assamese bedzi বেজী
needle	1382	NEEDLE (FOR SEWING)	chichi	ʧʰi ʧʰi	ʧʰ i + ʧʰ i	KauBruReang	hala1254	MR	
needle	1382	NEEDLE (FOR SEWING)	suchi	su ʧʰi	s u + ʧʰ i	KokborokDebbarma	debb1238	MR	
needle	1382	NEEDLE (FOR SEWING)	suchi	su ʧʰi	s u + ʧʰ i	KokborokRupini	rupi1234	MR	
needle	1382	NEEDLE (FOR SEWING)	shuchi	ʃu ʧʰi	ʃ u + ʧʰ i	KokborokTripura	tipp1239	MR	
nest:bird	3549	BIRD NEST	taumthoih	taum tʰoiʔ	t au m + tʰ oi ʔ	KauBruReang	hala1254	MR	
nest:bird	3549	BIRD NEST	tok-buthub	tok bu tʰub	t o k + b u + tʰ u b	KokborokDebbarma	debb1238	MR	
nest:bird	3549	BIRD NEST	tao-bwthwb	tao bɯ tʰɯb	t ao + b ɯ + tʰ ɯ b	KokborokRupini	rupi1234	MR	
nest:bird	3549	BIRD NEST	bothop	bo tʰop	b o + tʰ o p	KokborokTripura	tipp1239	MR	
new:to.be	1231	NEW	ɡudan	ɡudan	ɡ u + d a n	BodoKokrajhar	bodo1269	DG	
new:to.be	1231	NEW	kta	k ta	k + t a	KauBruReang	hala1254	MR	
new:to.be	1231	NEW	kwtal	kɯ tal	k ɯ + t a l	KokborokDebbarma	debb1238	MR	
new:to.be	1231	NEW	kwtal	kɯ tal	k ɯ + t a l	KokborokRupini	rupi1234	MR	
new:to.be	1231	NEW	kwtar	kɯ tar	k ɯ + t a r	KokborokRupini	rupi1234	MR	
new:to.be	1231	NEW	katal	ka tal	k a + t a l	KokborokTripura	tipp1239	MR	
night	1233	NIGHT	muna	muna	m u + n a	BodoKokrajhar	bodo1269	DG	
night	1233	NIGHT	hor	hor	h o r	KauBruReang	hala1254	MR	
night	1233	NIGHT	hor	hor	h o r	KokborokDebbarma	debb1238	MR	
night	1233	NIGHT	hor	hor	h o r	KokborokRupini	rupi1234	MR	
night	1233	NIGHT	hor	hor	h o r	KokborokTripura	tipp1239	MR	
noon..midday	12	MIDDAY	saja	sa ʧa	s a + ʧ a	KauBruReang	hala1254	MR	
noon..midday	12	MIDDAY	dibor	di bor	d i + b o r	KokborokDebbarma	debb1238	MR	
noon..midday	12	MIDDAY	dipor	di por	d i + p o r	KokborokDebbarma	debb1238	MR	
noon..midday	12	MIDDAY	dwbwr	dɯ bɯr	d ɯ + b ɯ r	KokborokRupini	rupi1234	MR	
noon..midday	12	MIDDAY	difor	di for	d i + f o r	KokborokTripura	tipp1239	MR	
north	1598	NORTH	hakhang	ha kʰaŋ	h a + kʰ a ŋ	KauBruReang	hala1254	MR	
north	1598	NORTH	faithang	fai tʰaŋ	f ai + tʰ a ŋ	KokborokTripura	tipp1239	MR	
north	1598	NORTH	uttar	ut tar	u t + t a r	KokborokTripura	tipp1239	MR	
nose	1221	NOSE	ɡontʰɔŋ	ɡontʰɔŋ	ɡ o n + tʰ ɔ ŋ	BodoKokrajhar	bodo1269	DG	
nose	1221	NOSE	kungthaima	kuŋ tʰai ma	k u ŋ + tʰ ai + m a	KauBruReang	hala1254	MR	
nose	1221	NOSE	kung	kuŋ	k u ŋ	KokborokDebbarma	debb1238	MR	
nose	1221	NOSE	kung	kuŋ	k u ŋ	KokborokRupini	rupi1234	MR	
nose	1221	NOSE	bukung	bu kuŋ	b u + k u ŋ	KokborokTripura	tipp1239	MR	
ogre	–	–	buraha	bu ra ha	b u + r a + h a	KauBruReang	hala1254	MR	
ogre	–	–	khitiri	kʰi ti ri	kʰ i + t i + r i	KokborokTripura	tipp1239	MR	
oil..substance	2556	OIL (HYDROPHOBIC LIQUID)	thak	tʰak	tʰ a k	KokborokTripura	tipp1239	MR	
okra	–	–	muruma	mu ru ma	m u + r u + m a	KauBruReang	hala1254	MR	
okra	–	–	derso	der so	d e r + s o	KokborokDebbarma	debb1238	MR	
okra	–	–	mwirimi	mɯi ri mi	m ɯi + r i + m i	KokborokDebbarma	debb1238	MR	
okra	–	–	mwikong	mɯi koŋ	m ɯi + k o ŋ	KokborokRupini	rupi1234	MR	
okra	–	–	mwirimi	mɯi ri mi	m ɯi + r i + m i	KokborokTripura	tipp1239	MR	
old..of.people:to.be	2112	OLD (AGED)	burai mansi	burai mansi	b u + r ai + m a n + s i	BodoKokrajhar	bodo1269	DG	Here for “burai” i think somehow related to Assamese as the Assamese word for Old is burha
old..of.people:to.be	2112	OLD (AGED)	huhgra brouh	huhg ra b rouʔ	h u h g + r a + b + r ou ʔ	KauBruReang	hala1254	MR	
old..of.people:to.be	2112	OLD (AGED)	chakra	ʧʰa k ra	ʧʰ a + k + r a	KokborokDebbarma	debb1238	MR	
old..of.people:to.be	2112	OLD (AGED)	chakura	ʧʰa ku ra	ʧʰ a + k u + r a	KokborokDebbarma	debb1238	MR	
old..of.people:to.be	2112	OLD (AGED)	chakwra	ʧʰa kɯ ra	ʧʰ a + k ɯ + r a	KokborokRupini	rupi1234	MR	
old..of.people:to.be	2112	OLD (AGED)	khacham borok	kʰa ʧʰam bo rok	kʰ a + ʧʰ a m + b o + r o k	KokborokTripura	tipp1239	MR	
old..of.things:to.be	–	–	ɡudzam	ɡudzam	ɡ u + dz a m	BodoKokrajhar	bodo1269	DG	
old..of.things:to.be	–	–	kkcham	k k ʧʰam	k + k + ʧʰ a m	KauBruReang	hala1254	MR	
old..of.things:to.be	–	–	kucham	ku ʧʰam	k u + ʧʰ a m	KokborokDebbarma	debb1238	MR	
old..of.things:to.be	–	–	kwcham	kɯ ʧʰam	k ɯ + ʧʰ a m	KokborokDebbarma	debb1238	MR	
old..of.things:to.be	–	–	kwcham	kɯ ʧʰam	k ɯ + ʧʰ a m	KokborokRupini	rupi1234	MR	
old..of.things:to.be	–	–	kacham	ka ʧʰam	k a + ʧʰ a m	KokborokTripura	tipp1239	MR	
onion	2366	ONION	risum kchauh	ri su m k ʧʰauʔ	r i + s u + m + k + ʧʰ au ʔ	KauBruReang	hala1254	MR	
onion	2366	ONION	piyaso	pi ja so	p i + j a + s o	KokborokDebbarma	debb1238	MR	
onion	2366	ONION	usun kwchak	u sun kɯ ʧʰak	u + s u n + k ɯ + ʧʰ a k	KokborokRupini	rupi1234	MR	
onion	2366	ONION	piyas	pi ja s	p i + j a + s	KokborokTripura	tipp1239	MR	
opium	–	–	awfim	aɯ fim	aɯ + f i m	KokborokTripura	tipp1239	MR	
otter	15	OTTER	matham	ma tʰam	m a + tʰ a m	KauBruReang	hala1254	MR	
otter	15	OTTER	matham	ma tʰam	m a + tʰ a m	KokborokDebbarma	debb1238	MR	
otter	15	OTTER	matham	ma tʰam	m a + tʰ a m	KokborokRupini	rupi1234	MR	
otter	15	OTTER	matham	ma tʰam	m a + tʰ a m	KokborokTripura	tipp1239	MR	
overmorrow	1179	DAY AFTER TOMORROW	sompɯr	sompɯr	s o m + p ɯ r	BodoKokrajhar	bodo1269	DG	
overmorrow	1179	DAY AFTER TOMORROW	kkhnaitsonnwi	k kʰ nait son nɯi	k + kʰ + n ai t + s o n + n ɯi	KauBruReang	hala1254	MR	
overmorrow	1179	DAY AFTER TOMORROW	khuna-soni	kʰu na so ni	kʰ u + n a + s o + n i	KokborokDebbarma	debb1238	MR	
overmorrow	1179	DAY AFTER TOMORROW	khwnab-sotni	kʰɯ nab sot ni	kʰ ɯ + n a b + s o t + n i	KokborokRupini	rupi1234	MR	
overmorrow	1179	DAY AFTER TOMORROW	sone	so ne	s o + n e	KokborokTripura	tipp1239	MR	
owl	735	OWL	taukhu	tau kʰu	t au + kʰ u	KauBruReang	hala1254	MR	
owl	735	OWL	tokhu	to kʰu	t o + kʰ u	KokborokDebbarma	debb1238	MR	
owl	735	OWL	taokhu	tao kʰu	t ao + kʰ u	KokborokRupini	rupi1234	MR	
owl	735	OWL	paycha	paj ʧʰa	p a j + ʧʰ a	KokborokTripura	tipp1239	MR	
pangolin	2508	PANGOLIN	ru	ru	r u	KokborokDebbarma	debb1238	MR	
pangolin	2508	PANGOLIN	rumut	ru mut	r u + m u t	KokborokRupini	rupi1234	MR	
pangolin	2508	PANGOLIN	ru	ru	r u	KokborokTripura	tipp1239	MR	
parrot	882	PARROT	batʰou	batʰou	b a + tʰ ou	BodoKokrajhar	bodo1269	DG	
parrot	882	PARROT	ataukrai	a tauk rai	a + t au k + r ai	KauBruReang	hala1254	MR	
parrot	882	PARROT	atoka	a to ka	a + t o + k a	KokborokDebbarma	debb1238	MR	
parrot	882	PARROT	ataoka	a tao ka	a + t ao + k a	KokborokRupini	rupi1234	MR	
parrot	882	PARROT	battw	bat tɯ	b a t + t ɯ	KokborokTripura	tipp1239	MR	
path..road	2252	PATH	lama	lama	l a + m a	BodoKokrajhar	bodo1269	DG	
path..road	2252	PATH	lama	la ma	l a + m a	KauBruReang	hala1254	MR	
path..road	2252	PATH	lama	la ma	l a + m a	KokborokDebbarma	debb1238	MR	
path..road	2252	PATH	rama	ra ma	r a + m a	KokborokRupini	rupi1234	MR	
path..road	2252	PATH	lama	la ma	l a + m a	KokborokTripura	tipp1239	MR	
pay:to	718	PAY	puicha ri	pui ʧʰa ri	p ui + ʧʰ a + r i	KauBruReang	hala1254	MR	
peanut	2364	PEANUT	badam	ba dam	b a + d a m	KauBruReang	hala1254	MR	
peanut	2364	PEANUT	badam	ba dam	b a + d a m	KokborokTripura	tipp1239	MR	
penis	1222	PENIS	loi	loi	l oi	KokborokTripura	tipp1239	MR	
people	789	PEOPLE	mansifur	mansifur	m a n + s i + f u r	BodoKokrajhar	bodo1269	DG	
people	789	PEOPLE	brouh	b rouʔ	b + r ou ʔ	KauBruReang	hala1254	MR	
people	789	PEOPLE	borok	bo rok	b o + r o k	KokborokDebbarma	debb1238	MR	
people	789	PEOPLE	borok	bo rok	b o + r o k	KokborokRupini	rupi1234	MR	
people	789	PEOPLE	borok	bo rok	b o + r o k	KokborokTripura	tipp1239	MR	
person..human	683	PERSON	sasimansi	sasimansi	s a + s i + m a n + s i	BodoKokrajhar	bodo1269	DG	
person..human	683	PERSON	brouh rau	b rouʔ rau	b + r ou ʔ + r au	KauBruReang	hala1254	MR	
person..human	683	PERSON	borok	bo rok	b o + r o k	KokborokDebbarma	debb1238	MR	
person..human	683	PERSON	borok	bo rok	b o + r o k	KokborokRupini	rupi1234	MR	
person..human	683	PERSON	brok	b rok	b + r o k	KokborokTripura	tipp1239	MR	
pestle	225	PESTLE	gurya phung	gur ja pʰuŋ	g u r + j a + pʰ u ŋ	KauBruReang	hala1254	MR	
pestle	225	PESTLE	mutary	mu ta rj	m u + t a + r j	KokborokDebbarma	debb1238	MR	
pestle	225	PESTLE	dengdor	deŋ dor	d e ŋ + d o r	KokborokRupini	rupi1234	MR	
pierce.puncture:to	398	PIERCE	yethai	je tʰai	j e + tʰ ai	KauBruReang	hala1254	MR	
pierce.puncture:to	398	PIERCE	phu	pʰu	pʰ u	KauBruReang	hala1254	MR	
pierce.puncture:to	398	PIERCE	yor	jor	j o r	KokborokDebbarma	debb1238	MR	
pierce.puncture:to	398	PIERCE	suk	suk	s u k	KokborokDebbarma	debb1238	MR	
pierce.puncture:to	398	PIERCE	suthat	su tʰat	s u + tʰ a t	KokborokRupini	rupi1234	MR	
pierce.puncture:to	398	PIERCE	jot	ʧot	ʧ o t	KokborokRupini	rupi1234	MR	
pierce.puncture:to	398	PIERCE	dasalal	da sa lal	d a + s a + l a l	KokborokTripura	tipp1239	MR	
pierce.puncture:to	398	PIERCE	dasa laljakmung	da sa lal ʧa k muŋ	d a + s a + l a l + ʧ a + k + m u ŋ	KokborokTripura	tipp1239	MR	
pig	1337	PIG	oma	oma	o + m a	BodoKokrajhar	bodo1269	DG	
pig	1337	PIG	oug	oug	ou g	KauBruReang	hala1254	MR	
pig	1337	PIG	wak	wak	w a k	KokborokDebbarma	debb1238	MR	
pig	1337	PIG	wak	wak	w a k	KokborokRupini	rupi1234	MR	
pig	1337	PIG	wak	wak	w a k	KokborokTripura	tipp1239	MR	
pillow	1044	PILLOW	gbung	g buŋ	g + b u ŋ	KauBruReang	hala1254	MR	
pillow	1044	PILLOW	kobong	ko boŋ	k o + b o ŋ	KokborokDebbarma	debb1238	MR	
pillow	1044	PILLOW	kobong	ko boŋ	k o + b o ŋ	KokborokRupini	rupi1234	MR	
pillow	1044	PILLOW	kabong	ka boŋ	k a + b o ŋ	KokborokTripura	tipp1239	MR	
pineapple	–	–	amotwi	a mo tɯi	a + m o + t ɯi	KauBruReang	hala1254	MR	
pineapple	–	–	androso	an dro so	a n + d r o + s o	KokborokDebbarma	debb1238	MR	
